Time,sonic_temperature,PSPWatt_UP_Avg,co2_flux
,[K],W/m2,[繕mol+1s-1m-2]
2022/9/10 01:23,297.872,0.016833333,-17.7924
2022/9/10 01:53,297.724,0.000466667,3.06223
2022/9/10 02:23,297.799,0.0062,-4.58883
2022/9/10 02:53,297.772,0,-7.60686
2022/9/10 03:23,297.796,0,14.7502
2022/9/10 03:53,297.802,0,-8.94058
2022/9/10 04:23,297.146,0,-10.0825
2022/9/10 04:53,296.888,0,-15.7394
2022/9/10 05:23,296.94,0,1.37702
2022/9/10 05:53,296.855,2.36,-0.622873
2022/9/10 06:23,297.202,28.489,-18.5691
2022/9/10 06:53,298.155,50.53533333,-0.493418
2022/9/10 07:23,298.667,79.14766667,-1.80967
2022/9/10 07:53,299.729,257.55,-3.20819
2022/9/10 08:23,299.656,208.64,-1.74316
2022/9/10 08:53,300.144,160.55,-1.75275
2022/9/10 09:23,300.887,247.1533333,-1.99369
2022/9/10 09:53,301.549,393.1066667,-0.9384
2022/9/10 10:23,301.897,474.8466667,3.75129
2022/9/10 10:53,303.268,506.5866667,0.11448
2022/9/10 11:23,302.934,537.3933333,-4.12801
2022/9/10 11:53,304.534,633.3933333,-4.59866
2022/9/10 12:23,303.35,437.09,-5.53914
2022/9/10 12:53,304.033,589.1766667,-1.05813
2022/9/10 13:23,303.622,580.1666667,-4.66977
2022/9/10 13:53,303.711,494.7866667,-3.28851
2022/9/10 14:23,303.972,482.6366667,-6.84201
2022/9/10 14:53,302.752,265.2033333,-2.99986
2022/9/10 15:23,302.28,236.7933333,-3.14345
2022/9/10 15:53,302.251,234.84,-5.27816
2022/9/10 16:23,301.763,137.85,0.673003
2022/9/10 16:53,301.046,78.76166667,0.485841
2022/9/10 17:23,300.6,30.18253333,0.597628
2022/9/10 17:53,299.905,10.83363333,-2.61222
2022/9/10 18:23,298.87,0.0173,-3.53061
2022/9/10 18:53,297.828,0,10.857
2022/9/10 19:23,297.615,0,2.2392
2022/9/10 19:53,297.668,0,0.283765
2022/9/10 20:23,297.506,0,-2.36447
2022/9/10 20:53,297.368,0,-3.1617
2022/9/10 21:23,296.902,0,-6.46198
2022/9/10 21:53,296.568,0,-0.85717
2022/9/10 22:23,296.884,0,-3.56877
2022/9/10 22:53,296.703,0,3.53699
2022/9/10 23:23,296.866,0,-1.46922
2022/9/10 23:53,297.076,0,-16.2915
2022/9/11 00:23,296.846,0,-1.38971
2022/9/11 00:53,296.653,0,-3.66753
2022/9/11 01:23,296.669,0,-1.33504
2022/9/11 01:53,296.586,0,-6.9057
2022/9/11 02:23,297.133,0.272933333,-6.69958
2022/9/11 02:53,297.717,0.589066667,-6.98494
2022/9/11 03:23,297.754,0.209033333,8.69513
2022/9/11 03:53,297.843,0.216933333,-5.59243
2022/9/11 04:23,297.648,0,-2.58687
2022/9/11 04:53,297.708,0.1203,8.24666
2022/9/11 05:23,297.787,0.043,-0.482306
2022/9/11 05:53,297.577,1.0197,18.0893
2022/9/11 06:23,297.944,8.909066667,-8.17483
2022/9/11 06:53,298.415,42.74933333,-0.159137
2022/9/11 07:23,299.121,76.04566667,-3.94866
2022/9/11 07:53,300.074,220.7666667,0.601042
2022/9/11 08:23,302.898,481.0466667,-5.54482
2022/9/11 08:53,301.676,255.46,-0.675562
2022/9/11 09:23,302.152,381.8566667,-6.99421
2022/9/11 09:53,302.536,489.4533333,-0.805522
2022/9/11 10:23,301.101,346.2733333,-1.57731
2022/9/11 10:53,301.51,342.8433333,-5.10351
2022/9/11 11:23,301.893,437.7066667,-5.36055
2022/9/11 11:53,301.888,389.2166667,-0.790824
2022/9/11 12:23,301.163,269.2733333,-0.353599
2022/9/11 12:53,302.467,414.7666667,-1.92029
2022/9/11 13:23,301.701,256.5033333,-2.09112
2022/9/11 13:53,301.357,177.2366667,0.781713
2022/9/11 14:23,302.042,357.1,-4.12672
2022/9/11 14:53,300.913,129.5013333,-1.60518
2022/9/11 15:23,300.589,55.55666667,-0.707065
2022/9/11 15:53,301.069,105.5586667,-0.390061
2022/9/11 16:23,301.466,134.1733333,-1.91887
2022/9/11 16:53,300.801,75.31633333,-0.190152
2022/9/11 17:23,300.673,33.54666667,2.16695
2022/9/11 17:53,299.94,20.14566667,-0.243351
2022/9/11 18:23,299.497,3.9444,4.04913
2022/9/11 18:53,299.13,0,-5.47818
2022/9/11 19:23,299.155,0,2.33363
2022/9/11 19:53,298.609,0,0.169583
2022/9/11 20:23,298.477,0,-7.45854
2022/9/11 20:53,298.526,0,-4.66889
2022/9/11 21:23,298.355,0,-28.5108
2022/9/11 21:53,298.198,0,-4.55899
2022/9/11 22:23,297.816,0,3.90328
2022/9/11 22:53,297.379,0,-6.06982
2022/9/11 23:23,297.38,0.102266667,-1.54512
2022/9/11 23:53,297.07,0,1.55439
2022/9/12 00:23,297.223,0.177233333,0.701954
2022/9/12 00:53,297.084,0.063533333,3.53463
2022/9/12 01:23,296.713,0.017766667,3.07658
2022/9/12 01:53,295.921,0,1.43523
2022/9/12 02:23,295.629,0,7.86499
2022/9/12 02:53,296.327,0.7072,0.141293
2022/9/12 03:23,296.588,0.5075,-2.55608
2022/9/12 03:53,295.927,0,-2.403
2022/9/12 04:23,295.703,0,11.0039
2022/9/12 04:53,295.438,0,3.58305
2022/9/12 05:23,295.209,0,-9.92938
2022/9/12 05:53,295.213,2.895,-9.33402
2022/9/12 06:23,295.476,18.59233333,-7.26085
2022/9/12 06:53,296.597,79.753,1.20367
2022/9/12 07:23,297.868,157.0536667,-0.0429
2022/9/12 07:53,299.526,343.82,-1.07152
2022/9/12 08:23,300.877,471.47,-0.576638
2022/9/12 08:53,300.043,284.0433333,-1.10009
2022/9/12 09:23,300.737,349.9266667,0.549632
2022/9/12 09:53,302.026,392.5533333,-2.26866
2022/9/12 10:23,303.276,769.4966667,-2.82234
2022/9/12 10:53,300.806,326.046,-2.33946
2022/9/12 11:23,300.004,83.611,-0.0609
2022/9/12 11:53,299.965,69.37066667,0.850926
2022/9/12 12:23,305.645,65.95933333,1916.13
2022/9/12 12:53,304.212,230.8496667,-11.9895
2022/9/12 13:23,299.311,70.33266667,-100.655
2022/9/12 13:53,305.461,86.49633333,8.09517
2022/9/12 14:23,298.804,107.134,50.2727
2022/9/12 14:53,301.82,131.1153333,214.624
2022/9/12 15:23,302.758,59.932,2.28523
2022/9/12 15:53,301.785,63.755,1.59063
2022/9/12 16:23,299.231,71.30533333,75.9656
2022/9/12 16:53,298.065,51.225,-1.18595
2022/9/12 17:23,297.12,21.7297,21.0052
2022/9/12 17:53,297.019,12.30756667,2.55085
2022/9/12 18:23,297.01,0.459633333,4.76192
2022/9/12 18:53,296.982,0,-1.10181
2022/9/12 19:23,296.974,0,1.82494
2022/9/12 19:53,297.305,0.000233333,-1.63345
2022/9/12 20:23,296.759,0.0043,1.91027
2022/9/12 20:53,296.482,0.003866667,4.1899
2022/9/12 21:23,296.199,0.007366667,-6.98916
2022/9/12 21:53,296.042,0.0162,-3.40094
2022/9/12 22:23,295.9,0,1.17281
2022/9/12 22:53,295.738,0,2.09715
2022/9/12 23:23,295.446,0,-1.13775
2022/9/12 23:53,294.897,0,5.07829
2022/9/13 00:23,295.099,0,11.2217
2022/9/13 00:53,295.234,0.001933333,13.1384
2022/9/13 01:23,295.749,0.000466667,10.7527
2022/9/13 01:53,296.844,0,10.5638
2022/9/13 02:23,297.65,0,4.416
2022/9/13 02:53,297.084,0.000466667,9.1478
2022/9/13 03:23,297.279,0.000966667,1.33834
2022/9/13 03:53,297.193,0,6.7837
2022/9/13 04:23,297.218,0.000466667,5.2461
2022/9/13 04:53,296.704,0.0477,-1.39817
2022/9/13 05:23,297.016,0.3189,1.7337
2022/9/13 05:53,297.209,1.3592,0.469233
2022/9/13 06:23,298.104,3.6986,19.4911
2022/9/13 06:53,297.653,8.9791,9.548
2022/9/13 07:23,298.019,27.53066667,2.81058
2022/9/13 07:53,298.131,31.24433333,-4.36875
2022/9/13 08:23,298.236,33.96133333,8.70941
2022/9/13 08:53,299.094,189.6886667,3.22384
2022/9/13 09:23,299.265,209.3046667,5.33183
2022/9/13 09:53,298.06,58.286,-0.945822
2022/9/13 10:23,300.782,374.3593333,-2.81572
2022/9/13 10:53,299.336,165.405,10.2073
2022/9/13 11:23,298.924,124.3216667,-22.7544
2022/9/13 11:53,300.583,325.8433333,-5.44466
2022/9/13 12:23,300.101,190.726,-0.33225
2022/9/13 12:53,299.245,93.47066667,2.1687
2022/9/13 13:23,299.87,187.702,2.05656
2022/9/13 13:53,301.433,621.7266667,-3.01863
2022/9/13 14:23,299.796,167.6273333,-3.77013
2022/9/13 14:53,301.027,281.4866667,-0.420878
2022/9/13 15:23,300.713,161.95,-1.22796
2022/9/13 15:53,300.849,204.59,-5.57918
2022/9/13 16:23,300.491,166.2466667,-1.85919
2022/9/13 16:53,300.351,111.4106667,-0.359451
2022/9/13 17:23,299.501,65.64433333,0.773381
2022/9/13 17:53,298.467,22.566,1.72797
2022/9/13 18:23,297.564,0.820166667,-5.93218
2022/9/13 18:53,297.035,0,2.5689
2022/9/13 19:23,297.224,0,3.92864
2022/9/13 19:53,296.844,0,-3.05352
2022/9/13 20:23,296.687,0,1.24034
2022/9/13 20:53,296.443,0,-0.580712
2022/9/13 21:23,296.61,0,1.98078
2022/9/13 21:53,296.432,0,10.2335
2022/9/13 22:23,296.796,0.771033333,7.28408
2022/9/13 22:53,297.242,1.172033333,10.236
2022/9/13 23:23,296.998,0.676066667,16.3807
2022/9/13 23:53,297.215,0.706233333,14.9314
2022/9/14 00:23,297.904,1.264166667,3.30703
2022/9/14 00:53,297.842,0.853433333,3.15994
2022/9/14 01:23,297.492,0.485666667,5.79096
2022/9/14 01:53,296.804,0,11.8105
2022/9/14 02:23,297.087,0.202533333,7.07444
2022/9/14 02:53,296.374,0.003666667,7.39351
2022/9/14 03:23,297.32,0.609133333,0.31646
2022/9/14 03:53,297.444,1.066933333,1.41399
2022/9/14 04:23,297.287,0.4594,2.33532
2022/9/14 04:53,296.715,0,7.19026
2022/9/14 05:23,296.882,0,1.03677
2022/9/14 05:53,297.06,3.093633333,4.22365
2022/9/14 06:23,297.291,27.70066667,1.51448
2022/9/14 06:53,298.01,85.27566667,1.95728
2022/9/14 07:23,298.662,84.27333333,0.988668
2022/9/14 07:53,299.382,80.58733333,2.9858
2022/9/14 08:23,300.243,143.1433333,-0.404154
2022/9/14 08:53,301.223,249.2466667,-4.51645
2022/9/14 09:23,302.837,631.7033333,-5.64313
2022/9/14 09:53,302.614,411.03,-2.68599
2022/9/14 10:23,303.906,850.73,-5.47847
2022/9/14 10:53,304.756,899.6,0.338774
2022/9/14 11:23,304.964,932.1666667,-1.96167
2022/9/14 11:53,305.639,972.1333333,-5.49576
2022/9/14 12:23,305.77,954.31,-1.95563
2022/9/14 12:53,305.576,859.9,2.0559
2022/9/14 13:23,304.8,773.4333333,-8.06201
2022/9/14 13:53,305.251,809.9366667,3.0251
2022/9/14 14:23,304.908,725.9966667,-8.68642
2022/9/14 14:53,304.531,640.9966667,-2.11203
2022/9/14 15:23,302.844,382.6566667,-3.51317
2022/9/14 15:53,302.898,317.18,-3.12207
2022/9/14 16:23,301.751,149.47,-2.19208
2022/9/14 16:53,301.245,66.4,-0.639955
2022/9/14 17:23,300.584,37.48,-0.90114
2022/9/14 17:53,299.639,7.958233333,-7.63861
2022/9/14 18:23,298.477,0,-1.73116
2022/9/14 18:53,297.863,0,4.75085
2022/9/14 19:23,297.734,0,-5.74817
2022/9/14 19:53,297.298,0,2.07118
2022/9/14 20:23,296.982,0,-2.20578
2022/9/14 20:53,297.333,0,-2.40972
2022/9/14 21:23,296.929,0,0.91993
2022/9/14 21:53,296.711,0,1.94278
2022/9/14 22:23,296.953,0,2.37984
2022/9/14 22:53,296.663,0,0.634258
2022/9/14 23:23,296.757,0,1.16762
2022/9/14 23:53,296.818,0,2.43473
2022/9/15 00:23,296.587,0,1.50887
2022/9/15 00:53,296.612,0,2.42289
2022/9/15 01:23,296.182,0,2.58786
2022/9/15 01:53,296.105,0,5.13049
2022/9/15 02:23,295.15,0,12.5408
2022/9/15 02:53,294.957,0,0.782026
2022/9/15 03:23,295.021,0,2.89521
2022/9/15 03:53,295.361,0,1.61124
2022/9/15 04:23,295.632,0,3.79318
2022/9/15 04:53,295.233,0,-4.75813
2022/9/15 05:23,295.587,0,1.92822
2022/9/15 05:53,295.34,1.6817,5.92938
2022/9/15 06:23,295.264,17.3681,-1.23474
2022/9/15 06:53,296.488,93.08633333,-5.22146
2022/9/15 07:23,298.092,215.9566667,0.555208
2022/9/15 07:53,300.763,326.5466667,-1.65661
2022/9/15 08:23,302.264,456.4666667,-2.15667
2022/9/15 08:53,302.838,563.8133333,-3.00743
2022/9/15 09:23,303.749,651.89,-2.86165
2022/9/15 09:53,302.751,359.45,-4.33306
2022/9/15 10:23,304.287,840.1766667,-3.02172
2022/9/15 10:53,304.978,935.96,-12.741
2022/9/15 11:23,303.562,590.68,-1.6314
2022/9/15 11:53,304.963,856.7633333,0.516276
2022/9/15 12:23,305.803,1027.133333,-1.71072
2022/9/15 12:53,305.838,973.9666667,-3.50986
2022/9/15 13:23,306.124,926.9333333,-1.84712
2022/9/15 13:53,305.797,795.42,-0.627967
2022/9/15 14:23,305.219,691.3833333,-9.89099
2022/9/15 14:53,303.925,376.3066667,-7.19228
2022/9/15 15:23,303.805,488.3133333,-5.87407
2022/9/15 15:53,302.803,217.78,-1.80525
2022/9/15 16:23,303.174,198.94,-4.10114
2022/9/15 16:53,303.213,156.6833333,-2.12414
2022/9/15 17:23,302.813,125.2816667,-0.614214
2022/9/15 17:53,301.137,26.81146667,-3.07957
2022/9/15 18:23,300.389,0,-0.316095
2022/9/15 18:53,299.72,0,-0.38657
2022/9/15 19:23,298.775,0,-3.82512
2022/9/15 19:53,298.104,0,-13.3913
2022/9/15 20:23,298.128,0,-0.386736
2022/9/15 20:53,297.597,0,7.66564
2022/9/15 21:23,298.046,0,2.73073
2022/9/15 21:53,298.22,0,4.11242
2022/9/15 22:23,297.924,0,3.30757
2022/9/15 22:53,297.595,0,0.676353
2022/9/15 23:23,297.107,0,2.92123
2022/9/15 23:53,297.082,0,0.342202
2022/9/16 00:23,296.957,0,3.24769
2022/9/16 00:53,296.711,0,1.57473
2022/9/16 01:23,296.757,0,1.96715
2022/9/16 01:53,296.544,0,2.36772
2022/9/16 02:23,296.349,0,-0.607186
2022/9/16 02:53,296.23,0,2.65911
2022/9/16 03:23,295.29,0,7.26941
2022/9/16 03:53,295.426,0,7.0295
2022/9/16 04:23,294.849,0,0.732566
2022/9/16 04:53,295.087,0,5.88567
2022/9/16 05:23,295.503,0,5.15038
2022/9/16 05:53,295.016,2.286466667,7.89545
2022/9/16 06:23,295.098,22.228,-2.39995
2022/9/16 06:53,296.071,91.65233333,0.759556
2022/9/16 07:23,298.425,218.6866667,-1.10799
2022/9/16 07:53,300.632,308.5866667,-1.90945
2022/9/16 08:23,301.403,428.48,-2.14558
2022/9/16 08:53,302.111,482.2633333,-0.363459
2022/9/16 09:23,301.275,365.1366667,-4.68574
2022/9/16 09:53,302.394,428.8966667,-3.78601
2022/9/16 10:23,303.72,727.11,-1.71329
2022/9/16 10:53,304.774,869.1033333,-3.01786
2022/9/16 11:23,305.735,951.1333333,0.755128
2022/9/16 11:53,306.084,987.2266667,-8.90167
2022/9/16 12:23,304.712,777.7766667,-7.10561
2022/9/16 12:53,305.449,947.68,2.57929
2022/9/16 13:23,303.918,604.04,-1.27964
2022/9/16 13:53,302.107,144.8833333,-1.11086
2022/9/16 14:23,301.802,76.77633333,3.03952
2022/9/16 14:53,301.802,111.3096667,2.28075
2022/9/16 15:23,300.942,85.05133333,-140.963
2022/9/16 15:53,296.555,20.84633333,-555.221
2022/9/16 16:23,295.923,26.23733333,9.29851
2022/9/16 16:53,296.674,15.16066667,23.3916
2022/9/16 17:23,298.246,32.07433333,13.7247
2022/9/16 17:53,297.794,15.16966667,-10.3469
2022/9/16 18:23,297.111,0.375733333,8.70762
2022/9/16 18:53,296.894,0,7.6131
2022/9/16 19:23,296.395,0,3.33959
2022/9/16 19:53,296.253,0,2.062
2022/9/16 20:23,296,0,2.28754
2022/9/16 20:53,295.85,0,1.63276
2022/9/16 21:23,295.617,0,-0.7437
2022/9/16 21:53,295.596,0.319066667,-0.57621
2022/9/16 22:23,296.136,2.096966667,-1.73271
2022/9/16 22:53,296.143,2.4083,0.59249
2022/9/16 23:23,295.623,1.847633333,12.4483
2022/9/16 23:53,295.774,0.9752,6.16903
2022/9/17 00:23,294.692,0.0005,7.02333
2022/9/17 00:53,295.413,0.1031,2.47238
2022/9/17 01:23,293.996,0.073666667,5.62163
2022/9/17 01:53,293.379,0,1.92E-02
2022/9/17 02:23,293.294,0,-3.47928
2022/9/17 02:53,293.808,0,2.23708
2022/9/17 03:23,294.961,0,2.57363
2022/9/17 03:53,294.871,0,6.3424
2022/9/17 04:23,293.838,0,14.6473
2022/9/17 04:53,294.114,0,12.1875
2022/9/17 05:23,293.994,0,2.5317
2022/9/17 05:53,293.724,1.467266667,1.67501
2022/9/17 06:23,293.786,18.42953333,6.0749
2022/9/17 06:53,295.084,89.954,6.75914
2022/9/17 07:23,297.546,213.8266667,-0.994778
2022/9/17 07:53,299.262,324.9666667,-1.20264
2022/9/17 08:23,301.556,430.8133333,2.1604
2022/9/17 08:53,302.426,537.8,-1.76981
2022/9/17 09:23,302.848,590.5366667,-3.46252
2022/9/17 09:53,302,398.8966667,-5.90395
2022/9/17 10:23,304.268,830.3733333,-2.57218
2022/9/17 10:53,304.86,881.9333333,2.92106
2022/9/17 11:23,304.691,883.04,-9.94765
2022/9/17 11:53,304.771,904.5333333,-3.58021
2022/9/17 12:23,304.988,907.9333333,-5.34268
2022/9/17 12:53,305.542,953.7333333,-2.97992
2022/9/17 13:23,305.196,882.8333333,-1.51715
2022/9/17 13:53,305.025,821.3933333,-5.46705
2022/9/17 14:23,304.605,721.8566667,-0.161429
2022/9/17 14:53,303.917,570.6233333,-6.49652
2022/9/17 15:23,303.94,482.27,-2.97364
2022/9/17 15:53,301.398,72.435,-0.473777
2022/9/17 16:23,301.854,99.11533333,-1.03841
2022/9/17 16:53,301.998,101.1433333,-0.75704
2022/9/17 17:23,302.449,97.91833333,-2.07212
2022/9/17 17:53,300.77,12.2663,4.94182
2022/9/17 18:23,298.79,0,-4.34743
2022/9/17 18:53,298.357,0,1.99728
2022/9/17 19:23,298.257,0,1.17779
2022/9/17 19:53,297.747,0,-0.187501
2022/9/17 20:23,296.792,0,-1.3292
2022/9/17 20:53,297.27,0,1.50365
2022/9/17 21:23,296.738,0,3.55201
2022/9/17 21:53,296.931,0,2.31161
2022/9/17 22:23,296.604,0,2.67516
2022/9/17 22:53,296.622,0,2.36721
2022/9/17 23:23,296.734,0,2.04922
2022/9/17 23:53,296.014,0,4.84775
2022/9/18 00:23,296.411,0,5.12E-02
2022/9/18 00:53,296.335,0,0.560962
2022/9/18 01:23,294.342,0,-0.368722
2022/9/18 01:53,293.836,0,-6.49881
2022/9/18 02:23,294.737,0,10.112
2022/9/18 02:53,294.641,0,-0.171453
2022/9/18 03:23,294.628,0,3.54516
2022/9/18 03:53,294.953,0,0.974196
2022/9/18 04:23,294.684,0,7.10813
2022/9/18 04:53,294.595,0,8.672
2022/9/18 05:23,295.036,0,-1.27479
2022/9/18 05:53,295.174,2.4354,2.46247
2022/9/18 06:23,295.508,17.22466667,8.10E-02
2022/9/18 06:53,296.125,78.38233333,-0.108454
2022/9/18 07:23,297.717,209.9866667,-0.719749
2022/9/18 07:53,299.756,308.7966667,-1.49329
2022/9/18 08:23,301.621,407.2466667,-0.748354
2022/9/18 08:53,302.451,518.2133333,-3.45724
2022/9/18 09:23,302.329,394.58,-7.85265
2022/9/18 09:53,302.377,493.8466667,-2.58445
2022/9/18 10:23,302.745,618.1166667,-6.13668
2022/9/18 10:53,303.033,685.5333333,-7.99434
2022/9/18 11:23,303.82,754.7,-9.0435
2022/9/18 11:53,304.544,846.5533333,-4.81563
2022/9/18 12:23,305.352,939.5333333,-2.32761
2022/9/18 12:53,305.357,907.07,0.800373
2022/9/18 13:23,305.264,873.7,-3.9926
2022/9/18 13:53,305.272,811.5533333,0.361887
2022/9/18 14:23,304.812,737.1533333,-6.07795
2022/9/18 14:53,304.415,623.5466667,-6.67783
2022/9/18 15:23,303.418,515.4233333,-2.6312
2022/9/18 15:53,302.782,355.3466667,-3.41801
2022/9/18 16:23,302.132,130.49,-4.73853
2022/9/18 16:53,301.579,93.79566667,-2.33743
2022/9/18 17:23,300.635,54.692,1.66231
2022/9/18 17:53,299.5,11.66403333,3.85709
2022/9/18 18:23,299.082,0,5.45574
2022/9/18 18:53,297.838,0,-2.76256
2022/9/18 19:23,296.877,0,3.60517
2022/9/18 19:53,296.526,0,1.23865
2022/9/18 20:23,296.893,0,-6.55353
2022/9/18 20:53,296.756,0,3.46809
2022/9/18 21:23,296.444,0,4.22599
2022/9/18 21:53,296.258,0,7.40242
2022/9/18 22:23,296.027,0,4.89E-02
2022/9/18 22:53,296.095,0,0.163038
2022/9/18 23:23,295.836,0,0.40386
2022/9/18 23:53,295.702,0,4.61308
2022/9/19 00:23,295.578,0,3.2211
2022/9/19 00:53,294.46,0,10.4799
2022/9/19 01:23,294.174,0,8.09308
2022/9/19 01:53,294.43,0,8.33528
2022/9/19 02:23,295.017,0,0.364779
2022/9/19 02:53,293.937,0,8.95399
2022/9/19 03:23,294.352,0,5.82413
2022/9/19 03:53,294.738,0,4.38228
2022/9/19 04:23,295.183,0,7.2168
2022/9/19 04:53,293.707,0,12.4092
2022/9/19 05:23,294.438,0,1.34217
2022/9/19 05:53,294.081,2.5713,-1.33322
2022/9/19 06:23,293.575,23.07766667,-0.256844
2022/9/19 06:53,295.567,89.758,2.36977
2022/9/19 07:23,297.732,216.2266667,-2.03299
2022/9/19 07:53,299.753,319.45,-1.03187
2022/9/19 08:23,301.561,434.7433333,-4.22262
2022/9/19 08:53,302.802,535.0833333,0.218173
2022/9/19 09:23,303.364,503.38,-2.30917
2022/9/19 09:53,302.389,511.9633333,-1.87655
2022/9/19 10:23,304.522,806.2966667,-5.22504
2022/9/19 10:53,304.749,866.7,-10.9546
2022/9/19 11:23,305.144,911.7,-7.25156
2022/9/19 11:53,305.356,919,-7.38373
2022/9/19 12:23,305.569,925.9,-5.67188
2022/9/19 12:53,305.781,908.9,-5.6589
2022/9/19 13:23,305.721,845.0066667,-1.00661
2022/9/19 13:53,305.726,794.8033333,-3.97504
2022/9/19 14:23,305.009,678.3766667,-5.98272
2022/9/19 14:53,304.317,530.6966667,-1.49291
2022/9/19 15:23,303.82,477.46,-0.227867
2022/9/19 15:53,302.85,261.61,-0.163171
2022/9/19 16:23,301.355,34.76366667,-0.784022
2022/9/19 16:53,301.069,47.13566667,-0.694507
2022/9/19 17:23,301.485,51.438,-2.89167
2022/9/19 17:53,300.53,4.2714,3.86778
2022/9/19 18:23,299.449,0,6.08244
2022/9/19 18:53,298.437,0,-0.703215
2022/9/19 19:23,297.67,0,-3.16563
2022/9/19 19:53,297.396,0,-3.1211
2022/9/19 20:23,297.236,0,-5.87715
2022/9/19 20:53,297.48,0,1.62564
2022/9/19 21:23,297.313,0,0.799872
2022/9/19 21:53,297.495,0.2291,10.9981
2022/9/19 22:23,297.43,0.054133333,-3.34651
2022/9/19 22:53,297.666,0.096633333,6.64897
2022/9/19 23:23,297.711,0.050533333,-1.58869
2022/9/19 23:53,297.819,0.035566667,-3.84754
2022/9/20 00:23,297.773,0.043733333,8.86939
2022/9/20 00:53,297.795,0,0.811037
2022/9/20 01:23,297.578,0,-5.61923
2022/9/20 01:53,297.353,0,-2.24142
2022/9/20 02:23,297.137,0,-3.72279
2022/9/20 02:53,297.394,0,3.48692
2022/9/20 03:23,297.241,0,1.68687
2022/9/20 03:53,297.131,0,0.543248
2022/9/20 04:23,297.023,0,-0.521313
2022/9/20 04:53,297.119,0.000233333,3.22439
2022/9/20 05:23,297.112,0,-3.51946
2022/9/20 05:53,296.984,1.5673,1.00986
2022/9/20 06:23,297.045,14.4341,5.11751
2022/9/20 06:53,297.923,36.74533333,5.45997
2022/9/20 07:23,298.565,61.13466667,-0.698461
2022/9/20 07:53,299.397,106.928,-1.25608
2022/9/20 08:23,300.19,184.77,-1.89307
2022/9/20 08:53,301.271,289.1266667,0.362617
2022/9/20 09:23,302.291,434.8633333,-9.95511
2022/9/20 09:53,302.627,550.8733333,-7.05609
